   9.4027564e-03   2.4876697e+00
   2.3909761e-01   2.1932997e+00
   3.0569289e-01   2.1104741e+00
   3.5239722e-01   2.0530814e+00
   4.5410727e-01   1.9301057e+00
   5.5601188e-01   1.8097055e+00
   5.7583828e-01   1.7866121e+00
   7.6774340e-01   1.5687669e+00
   8.0017366e-01   1.5329832e+00
   8.9158642e-01   1.4337454e+00
   9.3740203e-01   1.3849180e+00
   9.6757906e-01   1.3530914e+00
   9.7631072e-01   1.3439322e+00
   9.8953464e-01   1.3301031e+00
   1.0206844e+00   1.2977307e+00
   1.1412810e+00   1.1750998e+00
   1.1446447e+00   1.1717412e+00
   1.2861506e+00   1.0335054e+00
   1.4772817e+00   8.5633740e-01
   1.5026906e+00   8.3361514e-01
   1.6191122e+00   7.3200241e-01
   1.6806693e+00   6.7993428e-01
   1.6887605e+00   6.7317567e-01
   1.8039877e+00   5.7907562e-01
   1.8722083e+00   5.2525419e-01
   1.9027697e+00   5.0159848e-01
   1.9043689e+00   5.0036834e-01
   1.9745544e+00   4.4713906e-01
   2.0107034e+00   4.2029999e-01
   2.1267936e+00   3.3674781e-01
   2.1458617e+00   3.2340749e-01
   2.1754723e+00   3.0290512e-01
   2.2155075e+00   2.7559667e-01
   2.2307810e+00   2.6530292e-01
   2.4107625e+00   1.4914113e-01
   2.4142128e+00   1.4700616e-01
   2.4532659e+00   1.2307969e-01
   2.4997357e+00   9.5178973e-02
   2.5567402e+00   6.1793267e-02
   2.6372684e+00   1.6194271e-02
   2.6569480e+00   5.3269681e-03
   2.6999506e+00  -1.8044797e-02
   2.7855423e+00  -6.3045954e-02
   2.9962879e+00  -1.6541083e-01
   3.0105638e+00  -1.7191961e-01
   3.1620425e+00  -2.3774491e-01
   3.1879356e+00  -2.4841297e-01
   3.1968443e+00  -2.5204453e-01
   3.2061052e+00  -2.5579867e-01
   3.3154938e+00  -2.9853861e-01
   3.4032991e+00  -3.3074345e-01
   3.4147873e+00  -3.3482104e-01
   3.4565103e+00  -3.4936881e-01
   3.4651871e+00  -3.5234303e-01
   3.5398474e+00  -3.7721519e-01
   3.5469684e+00  -3.7952066e-01
   3.5975308e+00  -3.9556058e-01
   3.6988951e+00  -4.2600051e-01
   3.7075593e+00  -4.2849790e-01
   3.7523045e+00  -4.4113766e-01
   3.7610401e+00  -4.4355529e-01
   3.7692915e+00  -4.4582397e-01
   3.8268276e+00  -4.6124372e-01
   3.8883405e+00  -4.7696702e-01
   3.9361794e+00  -4.8866075e-01
   4.1011728e+00  -5.2551748e-01
   4.3647581e+00  -5.7385461e-01
   4.3701364e+00  -5.7471330e-01
   4.4412215e+00  -5.8560464e-01
   4.7186157e+00  -6.2036253e-01
   4.7660225e+00  -6.2513956e-01
   4.8648676e+00  -6.3407753e-01
   4.8652980e+00  -6.3411349e-01
   5.0736034e+00  -6.4866506e-01
   5.1812882e+00  -6.5406938e-01
   5.3196090e+00  -6.5905669e-01
   5.3988658e+00  -6.6098151e-01
   5.4235092e+00  -6.6144772e-01
   5.5326042e+00  -6.6278842e-01
   5.7253334e+00  -6.6245508e-01
   5.7334364e+00  -6.6237018e-01
   5.8961778e+00  -6.5954488e-01
   5.9549219e+00  -6.5802677e-01
   5.9554418e+00  -6.5801221e-01
   5.9928531e+00  -6.5691416e-01
   6.0452815e+00  -6.5521116e-01
   6.2588281e+00  -6.4643234e-01
   6.2618255e+00  -6.4628942e-01
   6.4661078e+00  -6.3539587e-01
   6.4734284e+00  -6.3496567e-01
   6.5234063e+00  -6.3196020e-01
   6.5846912e+00  -6.2811715e-01
   6.7931198e+00  -6.1386300e-01
   7.0412939e+00  -5.9485735e-01
   7.0822145e+00  -5.9154444e-01
   7.1047346e+00  -5.8970195e-01
   7.1422473e+00  -5.8660357e-01
   7.1746109e+00  -5.8390216e-01
   7.2824399e+00  -5.7472517e-01
   7.3251871e+00  -5.7101751e-01
   7.4614057e+00  -5.5897046e-01
   7.5065211e+00  -5.5491046e-01
   7.6375709e+00  -5.4294888e-01
   7.7385854e+00  -5.3358296e-01
   7.8956097e+00  -5.1882864e-01
   7.9509970e+00  -5.1358005e-01
   7.9614974e+00  -5.1258290e-01
   7.9632416e+00  -5.1241721e-01
   8.0132970e+00  -5.0765521e-01
   8.0284797e+00  -5.0620838e-01
   8.0707124e+00  -5.0217863e-01
   8.3671189e+00  -4.7377919e-01
   8.4072274e+00  -4.6993369e-01
   8.4324276e+00  -4.6751866e-01
   8.6303380e+00  -4.4860694e-01
   8.6314209e+00  -4.4850383e-01
   8.7173372e+00  -4.4033987e-01
   8.7273600e+00  -4.3938981e-01
   8.8122598e+00  -4.3136440e-01
   8.8264313e+00  -4.3002892e-01
   8.9101048e+00  -4.2217023e-01
   8.9131863e+00  -4.2188172e-01
   8.9656972e+00  -4.1697582e-01
   8.9840882e+00  -4.1526245e-01
   9.2407935e+00  -3.9164070e-01
   9.2596222e+00  -3.8993161e-01
   9.3609444e+00  -3.8079499e-01
   9.3939421e+00  -3.7784217e-01
   9.4049155e+00  -3.7686275e-01
   9.4572793e+00  -3.7220687e-01
   9.4982412e+00  -3.6858563e-01
   9.5461959e+00  -3.6437000e-01
   9.6131543e+00  -3.5852773e-01
   9.6444190e+00  -3.5581770e-01
   9.6947402e+00  -3.5148024e-01
   9.7196778e+00  -3.4934202e-01
   9.7333081e+00  -3.4817651e-01
   9.7899468e+00  -3.4335783e-01
   9.8048900e+00  -3.4209312e-01
   9.9412441e+00  -3.3068309e-01
   1.0062586e+01  -3.2073116e-01
   1.0090071e+01  -3.1850386e-01
   1.0113506e+01  -3.1661283e-01
   1.0169632e+01  -3.1211359e-01
   1.0326776e+01  -2.9974395e-01
   1.0343902e+01  -2.9841631e-01
   1.0441627e+01  -2.9091828e-01
   1.0466037e+01  -2.8906610e-01
   1.0480485e+01  -2.8797374e-01
   1.0490237e+01  -2.8723805e-01
   1.0547767e+01  -2.8292532e-01
   1.0549657e+01  -2.8278438e-01
   1.0584469e+01  -2.8019817e-01
   1.0749804e+01  -2.6814834e-01
   1.1026196e+01  -2.4886808e-01
   1.1064842e+01  -2.4625846e-01
   1.1177256e+01  -2.3878717e-01
   1.1267276e+01  -2.3293237e-01
   1.1302135e+01  -2.3069571e-01
   1.1337901e+01  -2.2841847e-01
   1.1433563e+01  -2.2241519e-01
   1.1507705e+01  -2.1784955e-01
   1.1525613e+01  -2.1675818e-01
   1.1619934e+01  -2.1108245e-01
   1.1651607e+01  -2.0920380e-01
   1.1667571e+01  -2.0826204e-01
   1.1897002e+01  -1.9510710e-01
   1.1930545e+01  -1.9324265e-01
   1.1995492e+01  -1.8967477e-01
   1.2082759e+01  -1.8496754e-01
   1.2085761e+01  -1.8480737e-01
   1.2157041e+01  -1.8103832e-01
   1.2215741e+01  -1.7798334e-01
   1.2301486e+01  -1.7359944e-01
   1.2380330e+01  -1.6964974e-01
   1.2512935e+01  -1.6318012e-01
   1.2532794e+01  -1.6222970e-01
   1.2540010e+01  -1.6188556e-01
   1.2672854e+01  -1.5566137e-01
   1.2724514e+01  -1.5329753e-01
   1.2978839e+01  -1.4211060e-01
   1.3115910e+01  -1.3638368e-01
   1.3135533e+01  -1.3558070e-01
   1.3252814e+01  -1.3086824e-01
   1.3254121e+01  -1.3081655e-01
   1.3281150e+01  -1.2975172e-01
   1.3295525e+01  -1.2918852e-01
   1.3342643e+01  -1.2735776e-01
   1.3419829e+01  -1.2440860e-01
   1.3476703e+01  -1.2227473e-01
   1.3588799e+01  -1.1816465e-01
   1.3591388e+01  -1.1807121e-01
   1.3743084e+01  -1.1271065e-01
   1.3751227e+01  -1.1242917e-01
   1.3839377e+01  -1.0942277e-01
   1.3842524e+01  -1.0931680e-01
   1.3844059e+01  -1.0926512e-01
   1.3895647e+01  -1.0754184e-01
   1.4140062e+01  -9.9707587e-02
   1.4219335e+01  -9.7280546e-02
   1.4227330e+01  -9.7038775e-02
   1.4424257e+01  -9.1254709e-02
   1.4553254e+01  -8.7639143e-02
   1.4677150e+01  -8.4291095e-02
   1.4727673e+01  -8.2959988e-02
   1.4790981e+01  -8.1319427e-02
   1.4860509e+01  -7.9552311e-02
   1.5003011e+01  -7.6041074e-02
   1.5159719e+01  -7.2346205e-02
   1.5207402e+01  -7.1255513e-02
   1.5213207e+01  -7.1123778e-02
   1.5312828e+01  -6.8898181e-02
   1.5353967e+01  -6.7998209e-02
   1.5373799e+01  -6.7568279e-02
   1.5460899e+01  -6.5710003e-02
   1.5487930e+01  -6.5143073e-02
   1.5500517e+01  -6.4880661e-02
   1.5515649e+01  -6.4566487e-02
   1.5528793e+01  -6.4294739e-02
   1.5577895e+01  -6.3289043e-02
   1.5658939e+01  -6.1661286e-02
   1.5730693e+01  -6.0252954e-02
   1.5822250e+01  -5.8499796e-02
   1.5917058e+01  -5.6734993e-02
   1.5979877e+01  -5.5593384e-02
   1.6033538e+01  -5.4635372e-02
   1.6108950e+01  -5.3315309e-02
   1.6149444e+01  -5.2618946e-02
   1.6172750e+01  -5.2222061e-02
   1.6215345e+01  -5.1504006e-02
   1.6292764e+01  -5.0222697e-02
   1.6418385e+01  -4.8207575e-02
   1.6709635e+01  -4.3826165e-02
   1.6732960e+01  -4.3492135e-02
   1.6761625e+01  -4.3084930e-02
   1.6791364e+01  -4.2666299e-02
   1.6819292e+01  -4.2276689e-02
   1.6904551e+01  -4.1108107e-02
   1.6916930e+01  -4.0941003e-02
   1.7062796e+01  -3.9020155e-02
   1.7087470e+01  -3.8703841e-02
   1.7509335e+01  -3.3659823e-02
   1.7681458e+01  -3.1787916e-02
   1.7719170e+01  -3.1391312e-02
   1.7791523e+01  -3.0643630e-02
   1.7800409e+01  -3.0552986e-02
   1.7817699e+01  -3.0377361e-02
   1.7819104e+01  -3.0363132e-02
   1.7886683e+01  -2.9686221e-02
   1.7990849e+01  -2.8671121e-02
